"","goldschmidt_TF","goldschmidt_TF_ionic","octahedral_factor","octahedral_factor_ionic","A_O","B_O","A_B"
"1690",0.959604303781,0.901518134651,0.443482142857,0.467857142857,2.7425,2.020875,1.963375
"1691",0.968832996892,0.893905798171,0.429732142857,0.480357142857,2.7425,2.001625,1.944125
"1692",1.01797393565,0.894985394545,0.360714285714,0.478571428571,2.7425,1.905,1.8475
"1693",1.02469767366,0.890682580148,0.351785714286,0.485714285714,2.7425,1.8925,1.835
"1694",1.02809296085,0.8885466507,0.347321428571,0.489285714286,2.7425,1.88625,1.82875
"1695",0.96786400627,0.82324992399,0.360714285714,0.478571428571,2.6075,1.905,1.7125
"1696",0.96155459293,0.827246282844,0.369642857143,0.471428571429,2.6075,1.9175,1.725
"1697",0.958430633889,0.829259047523,0.374107142857,0.467857142857,2.6075,1.92375,1.73125
"1698",0.948935116801,0.83638151787,0.387857142857,0.455357142857,2.6075,1.943,1.7505
"1699",0.970794225059,0.822256860149,0.356607142857,0.480357142857,2.6075,1.89925,1.70675
"1700",0.942628288315,0.841544366745,0.397142857143,0.446428571429,2.6075,1.956,1.7635
"1701",0.961053391683,0.829259047523,0.370357142857,0.467857142857,2.6075,1.9185,1.726
"1702",0.949851726161,0.830269107264,0.386517857143,0.466071428571,2.6075,1.941125,1.748625
"1703",0.971753571088,0.816348427621,0.355267857143,0.491071428571,2.6075,1.897375,1.704875
"1704",0.944438945803,0.829259047523,0.394464285714,0.467857142857,2.6075,1.95225,1.75975
"1705",0.96293559574,0.817327262666,0.367678571429,0.489285714286,2.6075,1.91475,1.72225
"1706",0.933796369685,0.827246282844,0.410357142857,0.471428571429,2.6075,1.9745,1.782
"1707",0.945771188481,0.819291991663,0.3925,0.485714285714,2.6075,1.9495,1.757
"1708",0.923390976308,0.82524326521,0.42625,0.475,2.6075,1.99675,1.80425
"1709",0.91152190431,0.835356540519,0.444821428571,0.457142857143,2.6075,2.02275,1.83025
"1710",0.929207978805,0.821266189234,0.417321428571,0.482142857143,2.6075,1.98425,1.79175
"1711",0.918274759108,0.824245389436,0.434196428571,0.476785714286,2.6075,2.007875,1.815375
"1712",0.912367628846,0.829259047523,0.443482142857,0.467857142857,2.6075,2.020875,1.828375
"1713",0.921142038066,0.822256860149,0.429732142857,0.480357142857,2.6075,2.001625,1.809125
"1714",0.96786400627,0.82324992399,0.360714285714,0.478571428571,2.6075,1.905,1.7125
"1715",0.974256767209,0.819291991663,0.351785714286,0.485714285714,2.6075,1.8925,1.7
"1716",0.977484920845,0.817327262666,0.347321428571,0.489285714286,2.6075,1.88625,1.69375
"1717",0.915025484981,0.834730931937,0.378571428571,0.464285714286,2.4975,1.93,1.6275
"1718",0.905640608212,0.847127925976,0.392857142857,0.442857142857,2.4975,1.95,1.6475
"1719",0.868239521147,0.877537646396,0.452857142857,0.392857142857,2.4975,2.034,1.7315
"1720",0.874257022779,0.847127925976,0.442857142857,0.442857142857,2.4975,2.02,1.7175
"1721",0.874690037649,0.826665898778,0.442142857143,0.478571428571,2.4975,2.019,1.7165
"1722",0.939361269156,0.818755220321,0.342857142857,0.492857142857,2.4975,1.88,1.5775
"1723",0.823309643829,0.795906237429,0.532142857143,0.535714285714,2.4975,2.145,1.8425
"1724",0.880797599009,0.851342492772,0.432142857143,0.435714285714,2.4975,2.005,1.7025
"1725",0.891918780815,0.882061036325,0.414285714286,0.385714285714,2.4975,1.98,1.6775
"1726",0.986423239372,0.867657596239,0.360714285714,0.478571428571,2.6575,1.905,1.7625
"1727",0.979992840158,0.871869526317,0.369642857143,0.471428571429,2.6575,1.9175,1.775
"1728",0.976808977779,0.873990863364,0.374107142857,0.467857142857,2.6575,1.92375,1.78125
"1729",0.967131379827,0.881497533356,0.387857142857,0.455357142857,2.6575,1.943,1.8005
"1730",0.989409646441,0.866610964639,0.356607142857,0.480357142857,2.6575,1.89925,1.75675
"1731",0.960703615032,0.886938876155,0.397142857143,0.446428571429,2.6575,1.956,1.8135
"1732",0.979482028149,0.873990863364,0.370357142857,0.467857142857,2.6575,1.9185,1.776
"1733",0.968065565589,0.875055407656,0.386517857143,0.466071428571,2.6575,1.941125,1.798625
"1734",0.879333772112,0.788173877878,0.526428571429,0.627678571429,2.6575,2.137,1.9945
"1735",0.962548992702,0.873990863364,0.394464285714,0.467857142857,2.6575,1.95225,1.80975
"1736",0.951702340341,0.871869526317,0.410357142857,0.471428571429,2.6575,1.9745,1.832
"1737",0.963906781741,0.863486165487,0.3925,0.485714285714,2.6575,1.9495,1.807
"1738",0.941097418807,0.869758462089,0.42625,0.475,2.6575,1.99675,1.85425
"1739",0.929000751948,0.880417266771,0.444821428571,0.457142857143,2.6575,2.02275,1.88025
"1740",0.947025964976,0.865566855043,0.417321428571,0.482142857143,2.6575,1.98425,1.84175
"1741",0.935883095812,0.868706758991,0.434196428571,0.476785714286,2.6575,2.007875,1.865375
"1742",0.929862693637,0.873990863364,0.443482142857,0.467857142857,2.6575,2.020875,1.878375
"1743",0.93880535615,0.866610964639,0.429732142857,0.480357142857,2.6575,2.001625,1.859125
"1744",0.986423239372,0.867657596239,0.360714285714,0.478571428571,2.6575,1.905,1.7625
"1745",0.992938584414,0.863486165487,0.351785714286,0.485714285714,2.6575,1.8925,1.75
"1746",0.996228639366,0.861415455258,0.347321428571,0.489285714286,2.6575,1.88625,1.74375
"1747",0.841999932293,0.787535988525,0.458392857143,0.507142857143,2.43125,2.04175,1.673
"1748",0.870457398359,0.793174671021,0.410714285714,0.496428571429,2.43125,1.975,1.60625
"1749",0.837385953122,0.822624225638,0.466428571429,0.442857142857,2.43125,2.053,1.68425
"1750",0.887304960908,0.781976910959,0.383928571429,0.517857142857,2.43125,1.9375,1.56875
"1751",0.910903748562,0.834730931937,0.378571428571,0.464285714286,2.48625,1.93,1.61625
"1752",0.901561146013,0.847127925976,0.392857142857,0.442857142857,2.48625,1.95,1.63625
"1753",0.864328532313,0.877537646396,0.452857142857,0.392857142857,2.48625,2.034,1.72025
"1754",0.870318928082,0.847127925976,0.442857142857,0.442857142857,2.48625,2.02,1.70625
"1755",0.870749992434,0.826665898778,0.442142857143,0.478571428571,2.48625,2.019,1.70525
"1756",0.935129912088,0.818755220321,0.342857142857,0.492857142857,2.48625,1.88,1.56625
"1757",0.81960104183,0.795906237429,0.532142857143,0.535714285714,2.48625,2.145,1.83125
"1758",0.876830042257,0.851342492772,0.432142857143,0.435714285714,2.48625,2.005,1.69125
"1759",0.887901128649,0.882061036325,0.414285714286,0.385714285714,2.48625,1.98,1.66625
"1760",0.845104270252,0.805673180988,0.453035714286,0.473214285714,2.43125,2.03425,1.6655
"1761",0.851487549163,0.80275407526,0.442142857143,0.478571428571,2.43125,2.019,1.65025
"1762",0.873775533296,0.811575548615,0.405357142857,0.4625,2.43125,1.9675,1.59875
"1763",0.840456300054,0.842433934493,0.461071428571,0.408928571429,2.43125,2.0455,1.67675
"1764",0.890753037181,0.799856046108,0.378571428571,0.483928571429,2.43125,1.93,1.56125
"1765",0.845104270252,0.805673180988,0.453035714286,0.473214285714,2.43125,2.03425,1.6655
"1766",0.873775533296,0.811575548615,0.405357142857,0.4625,2.43125,1.9675,1.59875
"1767",0.840456300054,0.842433934493,0.461071428571,0.408928571429,2.43125,2.0455,1.67675
"1768",0.890753037181,0.799856046108,0.378571428571,0.483928571429,2.43125,1.93,1.56125
"1769",0.852966192885,0.808613594058,0.439642857143,0.467857142857,2.43125,2.0155,1.64675
"1770",0.882182610268,0.814559282249,0.391964285714,0.457142857143,2.43125,1.94875,1.58
"1771",0.848231583451,0.84564933119,0.447678571429,0.403571428571,2.43125,2.02675,1.658
"1772",0.899491621588,0.80275407526,0.365178571429,0.478571428571,2.43125,1.91125,1.5425
"1773",0.890753037181,0.810585822336,0.378571428571,0.464285714286,2.43125,1.93,1.56125
"1774",0.845208142458,0.852154326045,0.452857142857,0.392857142857,2.43125,2.034,1.66525
"1775",0.914443277532,0.795072218081,0.342857142857,0.492857142857,2.43125,1.88,1.51125
"1776",0.840970214876,0.786603993273,0.460178571429,0.508928571429,2.43125,2.04425,1.6755
"1777",0.869356946528,0.792229290006,0.4125,0.498214285714,2.43125,1.9775,1.60875
"1778",0.836367483221,0.821607384815,0.468214285714,0.444642857143,2.43125,2.0555,1.68675
"1779",0.88616152668,0.781058019172,0.385714285714,0.519642857143,2.43125,1.94,1.57125
"1780",0.859148748191,0.814709987019,0.442142857143,0.478571428571,2.453125,2.019,1.672125
"1781",0.898767524662,0.822658377137,0.378571428571,0.464285714286,2.453125,1.93,1.583125
"1782",0.852812842969,0.86484598622,0.452857142857,0.392857142857,2.453125,2.034,1.687125
"1783",0.922670916276,0.806913719201,0.342857142857,0.492857142857,2.453125,1.88,1.533125
"1784",0.927814066766,0.820718662097,0.347321428571,0.489285714286,2.475,1.88625,1.56125
"1785",0.924749951618,0.822691543496,0.351785714286,0.485714285714,2.475,1.8925,1.5675
"1786",0.918682038549,0.826665898778,0.360714285714,0.478571428571,2.475,1.905,1.58
"1787",0.912693237777,0.830678840035,0.369642857143,0.471428571429,2.475,1.9175,1.5925
"1788",0.909728022579,0.832699956434,0.374107142857,0.467857142857,2.475,1.92375,1.59875
"1789",0.906782012143,0.834730931937,0.378571428571,0.464285714286,2.475,1.93,1.605
"1790",0.905608943564,0.836260677078,0.380357142857,0.461607142857,2.475,1.9325,1.6075
"1791",0.864882274987,0.873617567567,0.445357142857,0.399107142857,2.475,2.0235,1.6985
"1792",0.8701500477,0.847127925976,0.436607142857,0.442857142857,2.475,2.01125,1.68625
"1793",0.92658598726,0.822197434461,0.349107142857,0.486607142857,2.475,1.88875,1.56375
"1794",0.904438906169,0.837796039399,0.382142857143,0.458928571429,2.475,1.935,1.61
"1795",0.869393583426,0.869732356021,0.437857142857,0.405357142857,2.475,2.013,1.688
"1796",0.873952201467,0.847127925976,0.430357142857,0.442857142857,2.475,2.0025,1.6775
"1797",0.922313192852,0.825668714341,0.355357142857,0.480357142857,2.475,1.8975,1.5725
"1798",0.90210787806,0.840883739789,0.385714285714,0.453571428571,2.475,1.94,1.615
"1799",0.878558877227,0.862064690414,0.422857142857,0.417857142857,2.475,1.992,1.667
"1800",0.881657069741,0.847127925976,0.417857142857,0.442857142857,2.475,1.985,1.66
"1801",0.913884743309,0.832699956434,0.367857142857,0.467857142857,2.475,1.915,1.59
"1802",0.899788834672,0.843994283833,0.389285714286,0.448214285714,2.475,1.945,1.62
"1803",0.887919474093,0.854531041434,0.407857142857,0.430357142857,2.475,1.971,1.646
"1804",0.905608943564,0.839851980599,0.380357142857,0.455357142857,2.475,1.9325,1.6075
"1805",0.898633778401,0.845558201592,0.391071428571,0.445535714286,2.475,1.9475,1.6225
"1806",0.892674972424,0.850813379973,0.400357142857,0.436607142857,2.475,1.9605,1.6355
"1807",0.901526997263,0.843474262709,0.386607142857,0.449107142857,2.475,1.94125,1.61625
"1808",0.897481683814,0.847127925976,0.392857142857,0.442857142857,2.475,1.95,1.625
"1809",0.900715019782,0.839851980599,0.387857142857,0.455357142857,2.475,1.943,1.618
"1810",0.921463358398,0.825668714341,0.356607142857,0.480357142857,2.475,1.89925,1.57425
"1811",0.894728672514,0.845036252085,0.397142857143,0.446428571429,2.475,1.956,1.631
"1812",0.912217505049,0.832699956434,0.370357142857,0.467857142857,2.475,1.9185,1.5935
"1813",0.882991565811,0.855599205236,0.415714285714,0.428571428571,2.475,1.982,1.657
"1814",0.894271478506,0.847127925976,0.397857142857,0.442857142857,2.475,1.957,1.632
"1815",0.871558408086,0.866429574922,0.434285714286,0.410714285714,2.475,2.008,1.683
"1816",0.877017932065,0.862064690414,0.425357142857,0.417857142857,2.475,1.9955,1.6705
"1817",0.865952144204,0.871948234635,0.443571428571,0.401785714286,2.475,2.021,1.696
"1818",0.868638433273,0.869732356021,0.439107142857,0.405357142857,2.475,2.01475,1.68975
"1819",0.860417543479,0.877537646396,0.452857142857,0.392857142857,2.475,2.034,1.709
"1820",0.88612115617,0.840883739789,0.410714285714,0.453571428571,2.475,1.975,1.65
"1821",0.863388891681,0.862064690414,0.447857142857,0.417857142857,2.475,2.027,1.702
"1822",0.897481683814,0.832699956434,0.392857142857,0.467857142857,2.475,1.95,1.625
"1823",0.876139816489,0.843994283833,0.426785714286,0.448214285714,2.475,1.9975,1.6725
"1824",0.864882274987,0.854531041434,0.445357142857,0.430357142857,2.475,2.0235,1.6985
"1825",0.881657069741,0.839851980599,0.417857142857,0.455357142857,2.475,1.985,1.66
"1826",0.871232997355,0.845558201592,0.434821428571,0.445535714286,2.475,2.00875,1.68375
"1827",0.86563090562,0.850813379973,0.444107142857,0.436607142857,2.475,2.02175,1.69675
"1828",0.873952201467,0.843474262709,0.430357142857,0.449107142857,2.475,2.0025,1.6775
"1829",0.866380833385,0.847127925976,0.442857142857,0.442857142857,2.475,2.02,1.695
"1830",0.895759070217,0.831183198772,0.395535714286,0.470535714286,2.475,1.95375,1.62875
"1831",0.887806865409,0.841918037132,0.408035714286,0.451785714286,2.475,1.97125,1.64625
"1832",0.855894013174,0.868077823955,0.460535714286,0.408035714286,2.475,2.04475,1.71975
"1833",0.861052537976,0.841918037132,0.451785714286,0.451785714286,2.475,2.0325,1.7075
"1834",0.861423384452,0.824177440323,0.451160714286,0.483035714286,2.475,2.031625,1.706625
"1835",0.916277111747,0.817288793061,0.364285714286,0.495535714286,2.475,1.91,1.585
"1836",0.817082828567,0.797296871507,0.529910714286,0.533035714286,2.475,2.141875,1.816875
"1837",0.866648979727,0.845558201592,0.442410714286,0.445535714286,2.475,2.019375,1.694375
"1838",0.876139816489,0.871948234635,0.426785714286,0.401785714286,2.475,1.9975,1.6725
"1839",0.885000901864,0.827665494787,0.4125,0.476785714286,2.475,1.9775,1.6525
"1840",0.878338410759,0.836771838861,0.423214285714,0.460714285714,2.475,1.9925,1.6675
"1841",0.851417797829,0.858819779409,0.468214285714,0.423214285714,2.475,2.0555,1.7305
"1842",0.855789380654,0.836771838861,0.460714285714,0.460714285714,2.475,2.045,1.72
"1843",0.856103354989,0.821703918594,0.460178571429,0.4875,2.475,2.04425,1.71925
"1844",0.90210787806,0.815827609283,0.385714285714,0.498214285714,2.475,1.94,1.615
"1845",0.818276695938,0.798692373616,0.527678571429,0.530357142857,2.475,2.13875,1.81375
"1846",0.860523310848,0.839851980599,0.452678571429,0.455357142857,2.475,2.03375,1.70875
"1847",0.868530661755,0.862064690414,0.439285714286,0.417857142857,2.475,2.015,1.69
"1848",0.86424162145,0.820718662097,0.446428571429,0.489285714286,2.475,2.025,1.7
"1849",0.859994733876,0.826665898778,0.453571428571,0.478571428571,2.475,2.035,1.71
"1850",0.842604373345,0.840883739789,0.483571428571,0.453571428571,2.475,2.077,1.752
"1851",0.845453760114,0.826665898778,0.478571428571,0.478571428571,2.475,2.07,1.745
"1852",0.845658025338,0.816801150583,0.478214285714,0.496428571429,2.475,2.0695,1.7445
"1853",0.875044641718,0.812920860081,0.428571428571,0.503571428571,2.475,2,1.675
"1854",0.820674927755,0.80149808453,0.523214285714,0.525,2.475,2.1325,1.8075
"1855",0.848528137424,0.828667511124,0.473214285714,0.475,2.475,2.0625,1.7375
"1856",0.853702089481,0.842954882006,0.464285714286,0.45,2.475,2.05,1.725
"1857",0.901585051677,0.833714207294,0.386517857143,0.466071428571,2.475,1.941125,1.616125
"1858",0.893529533952,0.844514946562,0.399017857143,0.447321428571,2.475,1.958625,1.633625
"1859",0.861211433075,0.870838885736,0.451517857143,0.403571428571,2.475,2.032125,1.707125
"1860",0.866434449378,0.844514946562,0.442767857143,0.447321428571,2.475,2.019875,1.694875
"1861",0.9223739553,0.819735765495,0.355267857143,0.491071428571,2.475,1.897375,1.572375
"1862",0.881712593204,0.874734011743,0.417767857143,0.397321428571,2.475,1.984875,1.659875
"1863",0.89644732152,0.832699956434,0.394464285714,0.467857142857,2.475,1.95225,1.62725
"1864",0.889612038855,0.841918037132,0.405178571429,0.451785714286,2.475,1.96725,1.64225
"1865",0.862006789034,0.86424162145,0.450178571429,0.414285714286,2.475,2.03025,1.70525
"1866",0.866488072007,0.841918037132,0.442678571429,0.451785714286,2.475,2.01975,1.69475
"1867",0.914004064988,0.820718662097,0.367678571429,0.489285714286,2.475,1.91475,1.58975
"1868",0.879552347499,0.867527711266,0.42125,0.408928571429,2.475,1.98975,1.66475
"1869",0.886345547448,0.830678840035,0.410357142857,0.471428571429,2.475,1.9745,1.6495
"1870",0.881879205561,0.836771838861,0.4175,0.460714285714,2.475,1.9845,1.6595
"1871",0.863601916327,0.851342492772,0.4475,0.435714285714,2.475,2.0265,1.7015
"1872",0.866595337181,0.836771838861,0.4425,0.460714285714,2.475,2.0195,1.6945
"1873",0.897711866344,0.822691543496,0.3925,0.485714285714,2.475,1.9495,1.6245
"1874",0.875263457583,0.853465541382,0.428214285714,0.432142857143,2.475,1.9995,1.6745
"1875",0.876468903687,0.828667511124,0.42625,0.475,2.475,1.99675,1.67175
"1876",0.874279647027,0.831688170338,0.429821428571,0.469642857143,2.475,2.00175,1.67675
"1877",0.86520295807,0.838822750231,0.444821428571,0.457142857143,2.475,2.02275,1.69775
"1878",0.881990315453,0.824673932757,0.417321428571,0.482142857143,2.475,1.98425,1.65925
"1879",0.871612666843,0.827665494787,0.434196428571,0.476785714286,2.475,2.007875,1.682875
"1880",0.870528773705,0.829169429665,0.435982142857,0.474107142857,2.475,2.010375,1.685375
"1881",0.86600570715,0.832699956434,0.443482142857,0.467857142857,2.475,2.020875,1.695875
"1882",0.874334245144,0.825668714341,0.429732142857,0.480357142857,2.475,2.001625,1.676625
"1883",0.86680994722,0.826665898778,0.442142857143,0.478571428571,2.475,2.019,1.694
"1884",0.93089855502,0.818755220321,0.342857142857,0.492857142857,2.475,1.88,1.555
"1885",0.858939525613,0.814856385939,0.455357142857,0.5,2.475,2.0375,1.7125
"1886",0.854744460775,0.820718662097,0.4625,0.489285714286,2.475,2.0475,1.7225
"1887",0.837563667594,0.834730931937,0.4925,0.464285714286,2.475,2.0895,1.7645
"1888",0.840580827779,0.810994507332,0.487142857143,0.507142857143,2.475,2.082,1.757
"1889",0.869609581832,0.807169061543,0.4375,0.514285714286,2.475,2.0125,1.6875
"1890",0.836862777495,0.805269840222,0.49375,0.517857142857,2.475,2.09125,1.76625
"1891",0.834866682617,0.808122035642,0.497321428571,0.5125,2.475,2.09625,1.77125
"1892",0.826586035393,0.814856385939,0.512321428571,0.5,2.475,2.11725,1.79225
"1893",0.828052653625,0.803379535433,0.509642857143,0.521428571429,2.475,2.1135,1.7885
"1894",0.841895025105,0.80149808453,0.484821428571,0.525,2.475,2.07875,1.75375
"1895",0.826244571702,0.80056065987,0.512946428571,0.526785714286,2.475,2.118125,1.793125
"1896",0.825270513852,0.801967620608,0.514732142857,0.524107142857,2.475,2.120625,1.795625
"1897",0.821204426506,0.805269840222,0.522232142857,0.517857142857,2.475,2.131125,1.806125
"1898",0.821927572355,0.799625425454,0.520892857143,0.528571428571,2.475,2.12925,1.80425
"1899",0.828689805711,0.798692373616,0.508482142857,0.530357142857,2.475,2.111875,1.786875
"1900",0.815892439831,0.795906237429,0.532142857143,0.535714285714,2.475,2.145,1.82
"1901",0.889499000476,0.842954882006,0.405357142857,0.45,2.475,1.9675,1.6425
"1902",0.885000901864,0.849229980383,0.4125,0.439285714286,2.475,1.9775,1.6525
"1903",0.866595337181,0.86424162145,0.4425,0.414285714286,2.475,2.0195,1.6945
"1904",0.869825687593,0.838822750231,0.437142857143,0.457142857143,2.475,2.012,1.687
"1905",0.90094686406,0.834730931937,0.3875,0.464285714286,2.475,1.9425,1.6175
"1906",0.881102219477,0.847127925976,0.41875,0.442857142857,2.475,1.98625,1.66125
"1907",0.878889784526,0.850284924458,0.422321428571,0.4375,2.475,1.99125,1.66625
"1908",0.869717621288,0.857743564146,0.437321428571,0.425,2.475,2.01225,1.68725
"1909",0.871341440596,0.845036252085,0.434642857143,0.446428571429,2.475,2.0085,1.6835
"1910",0.88668234753,0.842954882006,0.409821428571,0.45,2.475,1.97375,1.64875
"1911",0.876962998277,0.849229980383,0.425446428571,0.439285714286,2.475,1.995625,1.670625
"1912",0.875865765874,0.850813379973,0.427232142857,0.436607142857,2.475,1.998125,1.673125
"1913",0.871287215601,0.854531041434,0.434732142857,0.430357142857,2.475,2.008625,1.683625
"1914",0.872101299831,0.848177650791,0.433392857143,0.441071428571,2.475,2.00675,1.68175
"1915",0.87971814436,0.847127925976,0.420982142857,0.442857142857,2.475,1.989375,1.664375
"1916",0.872862485505,0.851342492772,0.432142857143,0.435714285714,2.475,2.005,1.68
"1917",0.895186334239,0.857743564146,0.396428571429,0.425,2.475,1.955,1.63
"1918",0.890630678594,0.86424162145,0.403571428571,0.414285714286,2.475,1.965,1.64
"1919",0.871992667383,0.879793527235,0.433571428571,0.389285714286,2.475,2.007,1.682
"1920",0.906782012143,0.849229980383,0.378571428571,0.439285714286,2.475,1.93,1.605
"1921",0.889499000476,0.869732356021,0.405357142857,0.405357142857,2.475,1.9675,1.6425
"1922",0.887244250158,0.873060413506,0.408928571429,0.4,2.475,1.9725,1.6475
"1923",0.8778978096,0.880925822637,0.423928571429,0.3875,2.475,1.9935,1.6685
"1924",0.895186334239,0.865334215156,0.396428571429,0.4125,2.475,1.955,1.63
"1925",0.88668234753,0.875853313101,0.409821428571,0.395535714286,2.475,1.97375,1.64875
"1926",0.885560674731,0.877537646396,0.411607142857,0.392857142857,2.475,1.97625,1.65125
"1927",0.880880474864,0.88149306399,0.419107142857,0.386607142857,2.475,1.98675,1.66175
"1928",0.889499000476,0.873617567567,0.405357142857,0.399107142857,2.475,1.9675,1.6425
"1929",0.883883476483,0.882061036325,0.414285714286,0.385714285714,2.475,1.98,1.655
